,text,labels_0,labels_1,labels_2,labels_3,labels_4,labels_5,labels_6,labels_7,labels_8,labels_9,labels_10,labels_11,labels_12,labels_13,labels_14,labels_15
1066,"Leere Getränke wurden nicht abgeräumt, dazugekommene Personen wurden nicht nach Getränken gefragt und generell wirkte es eher so als wäre jede Frage zu viel und die Gäste eher störend.","('SERVICE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1067,"Leere Getränke wurden nicht abgeräumt, dazugekommene Personen wurden nicht nach Getränken gefragt und generell wirkte es eher so als wäre jede Frage zu viel und die Gäste eher störend.",,,,,,,,,,,,,,,,
1068,Leider hat die Fischqualität in letzter Zeit sehr stark nachgelassen.,"('FOOD', 'NEGATIVE', 'Fischqualität')",,,,,,,,,,,,,,,
1069,Leider hat die Fischqualität in letzter Zeit sehr stark nachgelassen.,,,,,,,,,,,,,,,,
1070,Leider ist es Massenabfertigung.,"('FOOD', 'NEGATIVE', 'Massenabfertigung')",,,,,,,,,,,,,,,
1071,Leider ist es Massenabfertigung.,,,,,,,,,,,,,,,,
1072,Leider ist es aber sehr laut.,"('AMBIENCE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1073,Leider ist es aber sehr laut.,,,,,,,,,,,,,,,,
1074,"Leider konnten wir nicht alle gleichzeitig Essen, da das Lokal sehr voll war.","('AMBIENCE', 'NEGATIVE', 'Lokal')",,,,,,,,,,,,,,,
1075,"Leider konnten wir nicht alle gleichzeitig Essen, da das Lokal sehr voll war.",,,,,,,,,,,,,,,,
1076,Leider mit den gleichen Mängel wie bei reklamieren Gericht.,"('FOOD', 'NEGATIVE', 'Gericht')","('FOOD', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,
1077,Leider mit den gleichen Mängel wie bei reklamieren Gericht.,,,,,,,,,,,,,,,,
1078,Leider sehr enttäuschend!,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1079,Leider sehr enttäuschend!,,,,,,,,,,,,,,,,
1080,Leider sind die Kellner extrem gestresst und kurz angebunden.,"('SERVICE', 'NEGATIVE', 'Kellner')",,,,,,,,,,,,,,,
1081,Leider sind die Kellner extrem gestresst und kurz angebunden.,,,,,,,,,,,,,,,,
1082,Leider war das Essen nur sehr durchschnittlich.,"('FOOD', 'NEUTRAL', 'Essen')",,,,,,,,,,,,,,,
1083,Leider war das Essen nur sehr durchschnittlich.,,,,,,,,,,,,,,,,
1084,Leider war der Hauptgang Rinderfilet so zäh und durchwachsen dass dies den guten Gesamteindruck nachhaltig beschädigt hat.,"('FOOD', 'NEGATIVE', 'Rinderfilet')",,,,,,,,,,,,,,,
1085,Leider war der Hauptgang Rinderfilet so zäh und durchwachsen dass dies den guten Gesamteindruck nachhaltig beschädigt hat.,,,,,,,,,,,,,,,,
1086,"Leider war der Speck nicht wie angekündigt knusprig, sondern wurde eher in der Sauce gebraten.","('FOOD', 'NEGATIVE', 'Speck')",,,,,,,,,,,,,,,
1087,"Leider war der Speck nicht wie angekündigt knusprig, sondern wurde eher in der Sauce gebraten.",,,,,,,,,,,,,,,,
1088,Leider war die per Mail bestätigte Reservierung nicht gebucht.,"('SERVICE', 'NEGATIVE', 'Reservierung')",,,,,,,,,,,,,,,
1089,Leider war die per Mail bestätigte Reservierung nicht gebucht.,,,,,,,,,,,,,,,,
1090,Leider war unser Besuch mehr als enttäuschend.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1091,Leider war unser Besuch mehr als enttäuschend.,,,,,,,,,,,,,,,,
1092,"Leider war zwar das Essen gut, der Service hat aber leider sehr zögerlich Getränke gebracht.","('FOOD', 'POSITIVE', 'Essen')","('SERVICE', 'NEGATIVE', 'Service')",,,,,,,,,,,,,,
1093,"Leider war zwar das Essen gut, der Service hat aber leider sehr zögerlich Getränke gebracht.",,,,,,,,,,,,,,,,
1094,Leider waren wir dieses Mal mit den Speisen nicht zufrieden.,"('FOOD', 'NEGATIVE', 'Speisen')",,,,,,,,,,,,,,,
1095,Leider waren wir dieses Mal mit den Speisen nicht zufrieden.,,,,,,,,,,,,,,,,
1096,Leider wurde ich durch die sehr vielen guten Bewertungen hierher gelotst.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1097,Leider wurde ich durch die sehr vielen guten Bewertungen hierher gelotst.,,,,,,,,,,,,,,,,
1098,"Leute, macht einen großen Bogen um dieses Restaurant.","('GENERAL-IMPRESSION', 'NEGATIVE', 'Restaurant')",,,,,,,,,,,,,,,
1099,"Leute, macht einen großen Bogen um dieses Restaurant.",,,,,,,,,,,,,,,,
1100,"Lieber ein Restaurant in den Nebenstraßen aussuchen, als sich diesen Stress anzutun.","('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1101,"Lieber ein Restaurant in den Nebenstraßen aussuchen, als sich diesen Stress anzutun.",,,,,,,,,,,,,,,,
1102,Luca war professionell und sehr freundlich.,"('SERVICE', 'POSITIVE', 'Luca')",,,,,,,,,,,,,,,
1103,Luca war professionell und sehr freundlich.,,,,,,,,,,,,,,,,
1104,Macht weiter so 👍🏻,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1105,Macht weiter so 👍🏻,,,,,,,,,,,,,,,,
1106,Mal dort und werde wiederkommen wenn ich wieder in LOC bin.,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1107,Mal dort und werde wiederkommen wenn ich wieder in LOC bin.,,,,,,,,,,,,,,,,
1108,"Man bekommt feinste frische und meist hausgemachte Sachen, herrliche Aufstriche, vorzügliche Käse- und Wurstvariationen, duftende Brioche, süße und salzige Spezialitäten ... alles stets liebevoll zubereitet ... dazu das stylische Ambiente; vorzüglich geführt ist es ohnehin.","('FOOD', 'POSITIVE', 'frische und')","('FOOD', 'POSITIVE', 'NULL')","('FOOD', 'POSITIVE', 'Aufstriche')","('FOOD', 'POSITIVE', 'Käse- und Wurstvariationen')","('FOOD', 'POSITIVE', 'Brioche')","('FOOD', 'POSITIVE', 'Spezialitäten')","('AMBIENCE', 'POSITIVE', 'Ambiente')","('SERVICE', 'POSITIVE', 'NULL')",,,,,,,,
1109,"Man bekommt feinste frische und meist hausgemachte Sachen, herrliche Aufstriche, vorzügliche Käse- und Wurstvariationen, duftende Brioche, süße und salzige Spezialitäten ... alles stets liebevoll zubereitet ... dazu das stylische Ambiente; vorzüglich geführt ist es ohnehin.",,,,,,,,,,,,,,,,
1110,"Man bezahlt viel Geld für eine kleine Pastaportion, die nicht gut schmeckt.","('FOOD', 'NEGATIVE', 'Pastaportion')","('PRICE', 'NEGATIVE', 'Pastaportion')",,,,,,,,,,,,,,
1111,"Man bezahlt viel Geld für eine kleine Pastaportion, die nicht gut schmeckt.",,,,,,,,,,,,,,,,
1112,Man fühlt sich gleich wie im Urlaub.,"('AMBIENCE', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1113,Man fühlt sich gleich wie im Urlaub.,,,,,,,,,,,,,,,,
1114,"Man kann gerne zum Wagner weil es eine urige Kneipe ist, LOC sollte man aber nicht unbedingt.","('GENERAL-IMPRESSION', 'NEUTRAL', 'Wagner')",,,,,,,,,,,,,,,
1115,"Man kann gerne zum Wagner weil es eine urige Kneipe ist, LOC sollte man aber nicht unbedingt.",,,,,,,,,,,,,,,,
1116,"Man muss alles daran mögen, aber für ein bis vier Alt sollte man hier schon einkehren, wenn man in LOC ist.","('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1117,"Man muss alles daran mögen, aber für ein bis vier Alt sollte man hier schon einkehren, wenn man in LOC ist.",,,,,,,,,,,,,,,,
1118,"Man muss dem gesamten Team mit ihren Chefs großen Respekt zollen, wie sie es in der Gastronomiebranche geschafft haben - in diesen verrückten schwierigen vergangenen 2 Jahren- eine tolle Küche und ausgesprochen nettes Personal zu halten und zu motivieren, bei einer nicht mehr reichlich vorhandenen Auswahl des gleichen.","('SERVICE', 'POSITIVE', 'Team')","('SERVICE', 'POSITIVE', 'Chefs')","('FOOD', 'POSITIVE', 'Küche')","('SERVICE', 'POSITIVE', 'Personal')",,,,,,,,,,,,
1119,"Man muss dem gesamten Team mit ihren Chefs großen Respekt zollen, wie sie es in der Gastronomiebranche geschafft haben - in diesen verrückten schwierigen vergangenen 2 Jahren- eine tolle Küche und ausgesprochen nettes Personal zu halten und zu motivieren, bei einer nicht mehr reichlich vorhandenen Auswahl des gleichen.",,,,,,,,,,,,,,,,
1120,"Man schmeckt die frischen Teigwaren, durch welche sich dieses Restaurant von anderen italienischen Restaurant abhebt.","('FOOD', 'POSITIVE', 'Teigwaren')",,,,,,,,,,,,,,,
1121,"Man schmeckt die frischen Teigwaren, durch welche sich dieses Restaurant von anderen italienischen Restaurant abhebt.",,,,,,,,,,,,,,,,
1122,"Man sitzt bequem, das Essen ist sehr gut, man muss allerdings Fleisch mögen.","('AMBIENCE', 'POSITIVE', 'NULL')","('FOOD', 'POSITIVE', 'Essen')",,,,,,,,,,,,,,
1123,"Man sitzt bequem, das Essen ist sehr gut, man muss allerdings Fleisch mögen.",,,,,,,,,,,,,,,,
1124,Man sitzt draußen sehr schön auf der Terrasse unter alten Bäumen.,"('AMBIENCE', 'POSITIVE', 'Terrasse unter alten Bäumen')",,,,,,,,,,,,,,,
1125,Man sitzt draußen sehr schön auf der Terrasse unter alten Bäumen.,,,,,,,,,,,,,,,,
1126,"Man sitzt sehr schön, vor allem LOC Weihnachtszeit.","('AMBIENCE', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1127,"Man sitzt sehr schön, vor allem LOC Weihnachtszeit.",,,,,,,,,,,,,,,,
1128,"Man sollte auf festes Schuhwerk achten, da einen ansonsten bei dem klebenden Boden die selbigen ausgezogen werden.","('AMBIENCE', 'NEGATIVE', 'Boden')",,,,,,,,,,,,,,,
1129,"Man sollte auf festes Schuhwerk achten, da einen ansonsten bei dem klebenden Boden die selbigen ausgezogen werden.",,,,,,,,,,,,,,,,
1130,Man sollte die Zeit anders nutzen.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1131,Man sollte die Zeit anders nutzen.,,,,,,,,,,,,,,,,
1132,"Man wollte uns keinen Tisch geben, obwohl direkt vor der Bar, wo wir auch mit dem alles entscheidenden Kellner sprachen, einer frei war.","('SERVICE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1133,"Man wollte uns keinen Tisch geben, obwohl direkt vor der Bar, wo wir auch mit dem alles entscheidenden Kellner sprachen, einer frei war.",,,,,,,,,,,,,,,,
1134,"Manche neue Deko-Idee oder Kombinationen müssten gar nicht sein, wie ich finde.","('AMBIENCE', 'NEGATIVE', 'Deko')",,,,,,,,,,,,,,,
1135,"Manche neue Deko-Idee oder Kombinationen müssten gar nicht sein, wie ich finde.",,,,,,,,,,,,,,,,
1136,Mega leckeres Essen und super freundliche Bedienung.,"('FOOD', 'POSITIVE', 'Essen')","('SERVICE', 'POSITIVE', 'Bedienung')",,,,,,,,,,,,,,
1137,Mega leckeres Essen und super freundliche Bedienung.,,,,,,,,,,,,,,,,
1138,"Mega leckeres Essen, super Preis-Leistungsverhältnis, schönes Ambiente, leckere Bierauswahl, kurze Wartezeit und das absolute Highlight war unsere super sympathische Bedienung Lena, ein spezielles Dankeschön an sie.","('FOOD', 'POSITIVE', 'Essen')","('PRICE', 'POSITIVE', 'Preis-Leistungsverhältnis')","('AMBIENCE', 'POSITIVE', 'Ambiente')","('FOOD', 'POSITIVE', 'Bierauswahl')","('SERVICE', 'POSITIVE', 'Wartezeit')","('SERVICE', 'POSITIVE', 'Lena')",,,,,,,,,,
1139,"Mega leckeres Essen, super Preis-Leistungsverhältnis, schönes Ambiente, leckere Bierauswahl, kurze Wartezeit und das absolute Highlight war unsere super sympathische Bedienung Lena, ein spezielles Dankeschön an sie.",,,,,,,,,,,,,,,,
1140,Mehr als 2 Punkte gibt es nicht.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1141,Mehr als 2 Punkte gibt es nicht.,,,,,,,,,,,,,,,,
1142,"Mehrere sehr junge Kellnerinnen waren im Außenbereich, nur war es schwer, eine Bestellung abzugeben, da sich niemand zuständig fühlte.","('SERVICE', 'NEGATIVE', 'Kellnerinnen')",,,,,,,,,,,,,,,
1143,"Mehrere sehr junge Kellnerinnen waren im Außenbereich, nur war es schwer, eine Bestellung abzugeben, da sich niemand zuständig fühlte.",,,,,,,,,,,,,,,,
1144,"Mein Fazit: Aufgrund der Essensqualität würde ich dem Brauhaus noch eine Chance geben (darum auch drei Sterne), aber an der Servicequalität muss definitiv schwer gearbeitet werden.","('FOOD', 'POSITIVE', 'Essensqualität')","('SERVICE', 'NEGATIVE', 'Servicequalität')",,,,,,,,,,,,,,
1145,"Mein Fazit: Aufgrund der Essensqualität würde ich dem Brauhaus noch eine Chance geben (darum auch drei Sterne), aber an der Servicequalität muss definitiv schwer gearbeitet werden.",,,,,,,,,,,,,,,,
1146,"Meine Frau ist Veganerin, hat anstatt Käse extra Rucola bestellt, aber nicht bekommen.","('SERVICE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1147,"Meine Frau ist Veganerin, hat anstatt Käse extra Rucola bestellt, aber nicht bekommen.",,,,,,,,,,,,,,,,
1148,"Meine Frau war so perplex und überrumpelt, dass sie der Bedienung ein Trinkgeld in die Hand gab, was nach dem Spruch nicht verdient war.","('SERVICE', 'NEGATIVE', 'Bedienung')",,,,,,,,,,,,,,,
1149,"Meine Frau war so perplex und überrumpelt, dass sie der Bedienung ein Trinkgeld in die Hand gab, was nach dem Spruch nicht verdient war.",,,,,,,,,,,,,,,,
1150,Meine Spaghetti waren das Allerletzte… so schlecht habe ich noch nie gegessen.,"('FOOD', 'NEGATIVE', 'Spaghetti')",,,,,,,,,,,,,,,
1151,Meine Spaghetti waren das Allerletzte… so schlecht habe ich noch nie gegessen.,,,,,,,,,,,,,,,,
1152,"Meine zuvor angesprochenen Allergien waren wohl nicht weiter von Interesse, entsprechendes Gemüse fand sich trotzdem in meinem Gericht.","('FOOD', 'NEGATIVE', 'Gericht')","('SERVICE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,
1153,"Meine zuvor angesprochenen Allergien waren wohl nicht weiter von Interesse, entsprechendes Gemüse fand sich trotzdem in meinem Gericht.",,,,,,,,,,,,,,,,
1154,"Meinen Vorrednern kann ich mich dahingehend anschließen, dass die bayerische Küche gut und das Augustiner -Bier sehr gepflegt ist.","('FOOD', 'POSITIVE', 'Küche')","('FOOD', 'POSITIVE', 'Augustiner -Bier')",,,,,,,,,,,,,,
1155,"Meinen Vorrednern kann ich mich dahingehend anschließen, dass die bayerische Küche gut und das Augustiner -Bier sehr gepflegt ist.",,,,,,,,,,,,,,,,
1156,"Meinen mittlerweile vehement vorgetragenen Protest, nicht einfach einen noch besetzten Platz weitergeben zu können, konterte Sie mit dem Hinweis auf den einsetzenden leichten Regen -wir saßen unter Sonnenschirmen, deren Zahl begrenzt war - und mit den Worten: "" Das ist eine Frage der Menschlichkeit"".","('SERVICE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1157,"Meinen mittlerweile vehement vorgetragenen Protest, nicht einfach einen noch besetzten Platz weitergeben zu können, konterte Sie mit dem Hinweis auf den einsetzenden leichten Regen -wir saßen unter Sonnenschirmen, deren Zahl begrenzt war - und mit den Worten: "" Das ist eine Frage der Menschlichkeit"".",,,,,,,,,,,,,,,,
1158,Menu gab es nur Tischweise ohne Auswahlmöglichkeiten für Vegetarier.,"('FOOD', 'NEGATIVE', 'Auswahlmöglichkeiten für Vegetarier')",,,,,,,,,,,,,,,
1159,Menu gab es nur Tischweise ohne Auswahlmöglichkeiten für Vegetarier.,,,,,,,,,,,,,,,,
1160,"Mir war's persönlich zu laut in dem Laden, daher ein Punkt Abzug.","('AMBIENCE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1161,"Mir war's persönlich zu laut in dem Laden, daher ein Punkt Abzug.",,,,,,,,,,,,,,,,
1162,"Mit 3 Kartöffelchen und einem Schlag Aioli, 3 mini Teigtaschen mit Tomatensosse und minimalem Thunfischgeschmack statt Thunfisch, kann man dann nicht zufrieden sein.","('FOOD', 'NEGATIVE', 'Kartöffelchen')","('FOOD', 'NEGATIVE', 'Aioli')","('FOOD', 'NEGATIVE', 'Teigtaschen')","('FOOD', 'NEGATIVE', 'Tomatensosse')",,,,,,,,,,,,
1163,"Mit 3 Kartöffelchen und einem Schlag Aioli, 3 mini Teigtaschen mit Tomatensosse und minimalem Thunfischgeschmack statt Thunfisch, kann man dann nicht zufrieden sein.",,,,,,,,,,,,,,,,
1164,"Mit einem Blick für das Geschehen und dennoch zum Plausch aufgelegt, erhielten wir das Gefühl wertgeschätzte Gäste zu sein.","('SERVICE', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1165,"Mit einem Blick für das Geschehen und dennoch zum Plausch aufgelegt, erhielten wir das Gefühl wertgeschätzte Gäste zu sein.",,,,,,,,,,,,,,,,
1166,Mitarbeiter unterhalten sich an der Küchentheke ….. macht nicht den besten Eindruck!,"('SERVICE', 'NEGATIVE', 'Mitarbeiter')",,,,,,,,,,,,,,,
1167,Mitarbeiter unterhalten sich an der Küchentheke ….. macht nicht den besten Eindruck!,,,,,,,,,,,,,,,,
1168,"Mitten in der LOC umgeben von einer bunten Sammlung internationaler Speiselokale sticht eine große, gepflegte Terrasse hervor.","('AMBIENCE', 'POSITIVE', 'Terrasse')",,,,,,,,,,,,,,,
1169,"Mitten in der LOC umgeben von einer bunten Sammlung internationaler Speiselokale sticht eine große, gepflegte Terrasse hervor.",,,,,,,,,,,,,,,,
1170,"Moment: Platz nehmen ist nicht so einfach, das regelt der „Oberkellner“, der ein strenges Regiment über die drei Tischreihen auf der Terrasse führt.","('SERVICE', 'NEGATIVE', 'Oberkellner')",,,,,,,,,,,,,,,
1171,"Moment: Platz nehmen ist nicht so einfach, das regelt der „Oberkellner“, der ein strenges Regiment über die drei Tischreihen auf der Terrasse führt.",,,,,,,,,,,,,,,,
1172,Muss man wiederholen.,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1173,Muss man wiederholen.,,,,,,,,,,,,,,,,
1174,"Nach Diskussion, alles auf Englisch obwohl mitten in LOC, hat man uns dann auf die Dachterrasse gesetzt.","('SERVICE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1175,"Nach Diskussion, alles auf Englisch obwohl mitten in LOC, hat man uns dann auf die Dachterrasse gesetzt.",,,,,,,,,,,,,,,,
1176,"Nach der BUGA in RESTAURANT_NAME - tolle Location, mega leckeres Essen und ganz wichtig - ein toller, freundlicher und sehr zuvorkommender Service 👍 Wir kommen wieder!","('GENERAL-IMPRESSION', 'POSITIVE', 'RESTAURANT_NAME')","('FOOD', 'POSITIVE', 'Essen')","('SERVICE', 'POSITIVE', 'Service')",,,,,,,,,,,,,
1177,"Nach der BUGA in RESTAURANT_NAME - tolle Location, mega leckeres Essen und ganz wichtig - ein toller, freundlicher und sehr zuvorkommender Service 👍 Wir kommen wieder!",,,,,,,,,,,,,,,,
1178,Naja… authentisch bayerisch ist anders.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1179,Naja… authentisch bayerisch ist anders.,,,,,,,,,,,,,,,,
1180,"Neben den langen Wartezeiten, bekamen wir ein Trinkglas mit Sprung, was wir frühzeitig genug bemerkten.","('SERVICE', 'NEGATIVE', 'Wartezeiten')",,,,,,,,,,,,,,,
1181,"Neben den langen Wartezeiten, bekamen wir ein Trinkglas mit Sprung, was wir frühzeitig genug bemerkten.",,,,,,,,,,,,,,,,
1182,Negatives Highlight war die verbale Begegnung mit dem Chef des Hauses.,"('SERVICE', 'NEGATIVE', 'Chef')",,,,,,,,,,,,,,,
1183,Negatives Highlight war die verbale Begegnung mit dem Chef des Hauses.,,,,,,,,,,,,,,,,
1184,"Nette Kellnerinnen und Kellner in nettem Outfit, mit Gatsby-Mütze und Hosenträger – also: Ich habe mich wohlgefühlt.","('SERVICE', 'POSITIVE', 'Kellnerinnen')","('SERVICE', 'POSITIVE', 'Kellner')","('AMBIENCE', 'POSITIVE', 'NULL')",,,,,,,,,,,,,
1185,"Nette Kellnerinnen und Kellner in nettem Outfit, mit Gatsby-Mütze und Hosenträger – also: Ich habe mich wohlgefühlt.",,,,,,,,,,,,,,,,
1186,"Nette Menschen, gutes und leckeres Essen - bin über Tripadvisor drauf gekommen und werde definitiv wieder hingehen!","('FOOD', 'POSITIVE', 'Essen')","('AMBIENCE', 'POSITIVE', 'Menschen')","('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,
1187,"Nette Menschen, gutes und leckeres Essen - bin über Tripadvisor drauf gekommen und werde definitiv wieder hingehen!",,,,,,,,,,,,,,,,
1188,Netter Empfang und freundlicher Service.,"('SERVICE', 'POSITIVE', 'Empfang')","('SERVICE', 'POSITIVE', 'Service')",,,,,,,,,,,,,,
1189,Netter Empfang und freundlicher Service.,,,,,,,,,,,,,,,,
1190,"Nicht kulant, knauserig, überheblich.","('SERVICE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1191,"Nicht kulant, knauserig, überheblich.",,,,,,,,,,,,,,,,
1192,"Nie wieder ""Früh am LOC""...Soviel Arroganz, Ignoranz und Unfreundlichkeit kann EIN (1) Mensch doch gar nicht alleine haben!!","('SERVICE', 'NEGATIVE', 'NULL')","('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,
1193,"Nie wieder ""Früh am LOC""...Soviel Arroganz, Ignoranz und Unfreundlichkeit kann EIN (1) Mensch doch gar nicht alleine haben!!",,,,,,,,,,,,,,,,
1194,Nie wieder Auerbachs Keller!,"('GENERAL-IMPRESSION', 'NEGATIVE', 'Auerbachs Keller')",,,,,,,,,,,,,,,
1195,Nie wieder Auerbachs Keller!,,,,,,,,,,,,,,,,
1196,Nix zu bemängeln.,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1197,Nix zu bemängeln.,,,,,,,,,,,,,,,,
1198,Noch nie so reingelegt worden.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1199,Noch nie so reingelegt worden.,,,,,,,,,,,,,,,,
1200,Nudelauflauf hat leider auch nach wenig geschmeckt.,"('FOOD', 'NEGATIVE', 'Nudelauflauf')",,,,,,,,,,,,,,,
1201,Nudelauflauf hat leider auch nach wenig geschmeckt.,,,,,,,,,,,,,,,,
1202,Nun ja - dann halt nicht mehr.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1203,Nun ja - dann halt nicht mehr.,,,,,,,,,,,,,,,,
1204,"Nun ja, darauf hin Rechnung bestellt - was auch ein wenig schwierig war - und zur Konkurrenz auf der anderen Seite gewechselt.","('SERVICE', 'NEGATIVE', 'Rechnung')",,,,,,,,,,,,,,,
1205,"Nun ja, darauf hin Rechnung bestellt - was auch ein wenig schwierig war - und zur Konkurrenz auf der anderen Seite gewechselt.",,,,,,,,,,,,,,,,
1206,Nur der Beilagensalat ist in seinem Mayonnaise-Dressing ertrunken.,"('FOOD', 'NEGATIVE', 'Beilagensalat')",,,,,,,,,,,,,,,
1207,Nur der Beilagensalat ist in seinem Mayonnaise-Dressing ertrunken.,,,,,,,,,,,,,,,,
1208,Nur noch 1 Punkt überzeugte...der Service.,"('SERVICE', 'POSITIVE', 'Service')",,,,,,,,,,,,,,,
1209,Nur noch 1 Punkt überzeugte...der Service.,,,,,,,,,,,,,,,,
1210,"Obwohl es ein sehr großes Lokal ist, konnten wir uns sehr gut unterhalten und fanden die Atmosphäre sehr angenehm.","('AMBIENCE', 'POSITIVE', 'Atmosphäre')",,,,,,,,,,,,,,,
1211,"Obwohl es ein sehr großes Lokal ist, konnten wir uns sehr gut unterhalten und fanden die Atmosphäre sehr angenehm.",,,,,,,,,,,,,,,,
1212,Ohne Reservierung einen guten Tisch bekommen.,"('AMBIENCE', 'POSITIVE', 'Tisch')",,,,,,,,,,,,,,,
1213,Ohne Reservierung einen guten Tisch bekommen.,,,,,,,,,,,,,,,,
1214,"Pancakes, Brot, Brötchen, Kuchen, Müsli, Joghurt, Säfte, Tee, Kaffee, Wurst, Käse, Mett, Eier, Bacon, Würstchen usw. Einfach klasse und wenn man einen Platz an der LOC bekommt, umso schöner.","('FOOD', 'POSITIVE', 'Pancakes')","('FOOD', 'POSITIVE', 'Brot')","('FOOD', 'POSITIVE', 'Brötchen')","('FOOD', 'POSITIVE', 'Kuchen')","('FOOD', 'POSITIVE', 'Müsli')","('FOOD', 'POSITIVE', 'Joghurt')","('FOOD', 'POSITIVE', 'Säfte')","('FOOD', 'POSITIVE', 'Tee')","('FOOD', 'POSITIVE', 'Kaffee')","('FOOD', 'POSITIVE', 'Wurst')","('FOOD', 'POSITIVE', 'Käse')","('FOOD', 'POSITIVE', 'Mett')","('FOOD', 'POSITIVE', 'Eier')","('FOOD', 'POSITIVE', 'Bacon')","('FOOD', 'POSITIVE', 'Würstchen')","('AMBIENCE', 'POSITIVE', 'Platz an der LOC')"
1215,"Pancakes, Brot, Brötchen, Kuchen, Müsli, Joghurt, Säfte, Tee, Kaffee, Wurst, Käse, Mett, Eier, Bacon, Würstchen usw. Einfach klasse und wenn man einen Platz an der LOC bekommt, umso schöner.",,,,,,,,,,,,,,,,
1216,Parkplätze sind ausreichend vorhanden.,"('AMBIENCE', 'POSITIVE', 'Parkplätze')",,,,,,,,,,,,,,,
1217,Parkplätze sind ausreichend vorhanden.,,,,,,,,,,,,,,,,
1218,Per total: einmal und nie wieder dort.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1219,Per total: einmal und nie wieder dort.,,,,,,,,,,,,,,,,
